File,Line,Column,Pattern,Type,Severity,Impact,Description,Suggested Fix
"legacy-patterns-by-file.md",4822,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4824,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4833,30,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4837,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4839,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4848,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4849,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4852,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4854,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4862,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4863,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4864,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4867,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4869,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4877,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4878,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4882,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4884,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4893,1,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4922,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4952,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4967,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4982,1,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4997,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4998,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",4999,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5012,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5013,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5043,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5058,29,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5072,29,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5088,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5089,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5103,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5118,21,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5133,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5148,26,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5171,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5173,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5182,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5183,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5186,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5188,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5196,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5197,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5198,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5201,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5203,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5211,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5212,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5213,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5216,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5218,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5226,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5227,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5228,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5231,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5233,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5241,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5242,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5243,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5246,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5248,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5256,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5257,42,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5280,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5282,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5291,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5292,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5295,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5297,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5305,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5306,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5310,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5312,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5321,31,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5325,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5327,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5336,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5337,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5340,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5342,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5350,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5351,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5352,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5355,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5357,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5365,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5366,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5370,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5372,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5381,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5385,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5387,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5396,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5400,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5402,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5411,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5415,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5417,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5426,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5430,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5432,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5441,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5442,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5445,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5447,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5455,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5456,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5457,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5460,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5462,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5470,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5471,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5472,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5475,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5477,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5485,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5486,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5490,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5492,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5501,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5505,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5507,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5516,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5520,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5522,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5531,32,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5535,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5537,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5546,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5547,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5550,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5552,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5560,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5561,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5565,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5567,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5576,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5580,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5582,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5591,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5595,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5597,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5606,27,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5610,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5612,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5621,25,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5622,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5625,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5627,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5635,25,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5636,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5681,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5695,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5697,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5740,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5816,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5817,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5830,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5831,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5845,22,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5860,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5861,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5891,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5920,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5921,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5922,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",5937,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6079,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6081,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6090,16,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6091,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6094,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6096,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6104,16,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6105,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6109,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6111,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6120,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6121,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6124,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6126,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6134,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6135,13,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",6139,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
